circuit_id,circuit_name,city,country,track_length_km,year_opened,seating_capacity,number_of_turns,drs_zones,lap_record_seconds,lap_record_year,altitude_meters,surface_type,circuit_type,pit_lane_length_m,avg_temp_min_c,avg_temp_max_c,avg_top_speed_kmh,fia_grade,total_gp_hosted,tv_viewers_millions,ticket_price_usd,safety_car_freq,overtake_index,night_race,primary_engine_supplier,primary_broadcast_lang,pit_boxes,marshal_post_count,total_race_dist_km,elevation_change_m,turns_per_km,elevation_intensity,pit_stop_overhead_sec,track_speed_category
28813138,Losail International Circuit - Short Circuit,Lusail,Qatar,6.115,2013,37352,8,2,75.588,2022,1953,Asphalt,Hybrid,307,24,26,300,2,27,1.76,1012,0.407,6.08,0,Mercedes,ES,26,25,287.41,170,1.3082583810302535,27.800490596892885,16.315,Medium Speed
24414065,Magny-Cours - Reverse Layout,Magny-Cours,France,4.678,1975,177746,16,1,60.643,2015,857,Asphalt,Permanent,380,13,43,296,1,74,2.51,3200,0.442,9.92,0,Ferrari,JA,19,19,369.56,173,3.420265070542967,36.98161607524583,19.6,Low Speed
24268078,Suzuka International Racing Course - Historic Layout,Suzuka,Japan,5.721,1962,181834,20,1,61.308,2008,1651,Asphalt,Permanent,453,18,27,326,1,69,9.24,1773,0.17,8.43,0,Renault,PT,12,13,411.91,126,3.4958923265163433,22.024121657052962,22.885,Medium Speed
23511102,Circuit Zandvoort,Zandvoort,Netherlands,3.654,1998,246836,13,1,115.378,2014,2169,Concrete,Permanent,208,1,36,347,1,31,4.65,3282,0.323,7.53,0,Renault,JA,26,32,182.7,198,3.557744937055282,54.187192118226605,11.860000000000001,High Speed
23041744,Losail International Circuit - Reverse Layout,Lusail,Qatar,5.882,1949,395218,8,3,71.958,2011,2400,Concrete,Street,373,28,45,336,1,60,10.2,1535,0.654,6.03,0,Renault,ES,20,17,270.57,167,1.3600816048962938,28.391703502210135,19.285,Medium Speed
23563738,Circuit de Monaco - Revised 2020,Monte Carlo,Monaco,2.643,2006,45551,13,1,68.361,2023,1502,Asphalt,Permanent,202,15,47,327,1,17,9.09,1394,0.628,9.83,0,Mercedes,FR,10,36,208.8,51,4.918653045781309,19.296254256526677,11.59,Medium Speed
29791226,Kyalami,Johannesburg,South Africa,4.678,1990,73173,10,1,76.256,2014,2485,Asphalt,Permanent,276,25,49,359,1,66,5.14,1404,0.216,2.96,1,Mercedes,ZH,10,28,355.53,23,2.1376656690893543,4.916631038905515,14.92,High Speed
27177574,Magny-Cours - Alt Chicane,Magny-Cours,France,4.845,1962,276398,19,1,76.33,2015,2496,Asphalt,Permanent,462,7,32,308,1,62,11.67,385,0.151,1.85,0,Mercedes,AR,24,23,281.01,112,3.9215686274509807,23.116615067079465,23.29,Medium Speed
23051160,Istanbul Park - Reverse Layout,Istanbul,Turkey,5.406,2015,358415,23,1,83.555,2011,1678,Mixed,Street,195,16,50,335,1,41,13.32,2460,0.272,4.99,0,Honda,ZH,9,34,432.48,163,4.254532001479838,30.15168331483537,11.275,Medium Speed
29050280,Circuit Zandvoort,Zandvoort,Netherlands,4.044,1959,384883,7,3,97.012,2016,2339,Mixed,Hybrid,417,9,31,352,1,41,12.6,3445,0.426,0.74,1,Mercedes,DE,22,33,258.82,78,1.7309594460929774,19.287833827893177,21.265,High Speed
24787084,Jeddah Corniche Circuit - Short Circuit,Jeddah,Saudi Arabia,6.453,1985,62326,22,2,81.935,2016,2163,Asphalt,Permanent,373,22,41,324,1,57,10.26,2786,0.718,7.75,0,Renault,AR,24,10,464.62,52,3.409267007593367,8.058267472493414,19.285,Medium Speed
26651601,Red Bull Ring,Spielberg,Austria,4.43,1980,82736,19,1,89.947,2008,874,Asphalt,Permanent,209,22,44,373,2,32,7.73,3449,0.173,3.32,1,Mercedes,DE,21,15,265.8,194,4.288939051918736,43.79232505643341,11.905000000000001,High Speed
23111455,Mugello Circuit,Mugello,Italy,5.871,1992,233125,26,2,62.95,2021,802,Asphalt,Permanent,502,5,46,374,1,13,5.18,2444,0.155,2.44,0,Honda,NL,12,15,381.62,78,4.428547095895077,13.285641287685232,25.09,High Speed
26477664,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.295,1980,322505,14,1,97.684,2012,2581,Asphalt,Permanent,310,24,27,283,1,67,15.44,2364,0.555,7.68,0,Alfa Romeo,PT,24,20,210.45,28,3.2596041909196742,6.5192083818393485,16.450000000000003,Low Speed
23556698,Kyalami - Reverse Layout,Johannesburg,South Africa,4.981,1968,187794,11,1,64.588,2020,737,Asphalt,Permanent,306,25,20,290,1,29,0.29,3377,0.557,6.88,0,Alfa Romeo,FR,14,16,323.76,122,2.2083918891788796,24.49307367998394,16.270000000000003,Low Speed
24237622,Miami International Autodrome - Alt Chicane,Miami,USA,5.823,1970,75797,25,4,62.845,2008,495,Asphalt,Street,210,21,50,356,2,3,2.45,1739,0.103,7.35,0,Honda,PT,12,26,331.91,69,4.29331959471063,11.849562081401338,11.950000000000001,High Speed
28040000,Circuit de Monaco - Revised 2020,Monte Carlo,Monaco,2.649,1992,416830,15,1,117.57,2015,461,Concrete,Street,345,3,44,381,1,30,15.21,146,0.026,2.41,0,Honda,NL,22,24,156.29,188,5.662514156285391,70.97017742544357,18.025,High Speed
27342397,Circuit of the Americas,Austin,USA,5.513,1987,51945,13,2,106.352,2018,2037,Asphalt,Street,443,6,37,320,1,22,11.77,1492,0.045,3.64,1,Honda,DE,13,19,314.24,60,2.3580627607473246,10.883366588064575,22.435000000000002,Medium Speed
26247474,Suzuka International Racing Course,Suzuka,Japan,5.761,1978,301134,13,2,73.71,2014,2582,Concrete,Permanent,329,23,20,305,1,74,15.34,1858,0.17,9.23,0,Mercedes,FR,9,11,409.03,149,2.2565526818260717,25.863565353237284,17.305,Medium Speed
24620009,Estoril Circuit - Revised 2020,Estoril,Portugal,4.684,1982,181236,8,1,99.255,2021,2377,Concrete,Permanent,496,26,27,331,1,80,6.03,2097,0.23,9.37,0,Renault,DE,13,28,370.04,76,1.7079419299743808,16.225448334756617,24.82,Medium Speed
24914089,Istanbul Park - Historic Layout,Istanbul,Turkey,5.246,1963,149044,6,2,93.02,2023,220,Mixed,Permanent,221,24,24,367,1,43,4.32,1057,0.712,0.56,0,Ferrari,IT,25,12,398.7,13,1.143728555089592,2.478078536027449,12.445,High Speed
28190474,Istanbul Park - Endurance Config,Istanbul,Turkey,5.925,2011,356394,6,1,112.625,2021,1732,Asphalt,Hybrid,334,4,35,366,1,22,12.26,418,0.416,2.36,1,Renault,PT,10,24,462.15,70,1.0126582278481013,11.814345991561181,17.53,High Speed
23091452,Miami International Autodrome,Miami,USA,5.156,1977,399862,11,2,102.291,2014,1412,Mixed,Permanent,233,13,44,287,1,33,7.92,1013,0.204,6.67,0,Honda,DE,25,33,237.18,210,2.1334367726920096,40.729247478665634,12.985000000000001,Low Speed
22436721,Kyalami,Johannesburg,South Africa,3.522,1984,147625,8,2,109.268,2021,2150,Asphalt,Hybrid,361,4,41,338,1,8,4.09,1227,0.455,9.21,0,Alfa Romeo,NL,24,33,271.19,147,2.271436683702442,41.73764906303237,18.745,Medium Speed
25004687,Istanbul Park,Istanbul,Turkey,5.202,1953,303266,7,1,73.297,2008,1655,Asphalt,Street,504,11,49,274,1,7,1.87,2545,0.455,6.69,0,Mercedes,ES,11,10,358.94,170,1.3456362937331796,32.6797385620915,25.18,Low Speed
26805112,Circuit of the Americas,Austin,USA,5.154,1986,315154,9,2,114.249,2010,2485,Asphalt,Oval,487,27,34,382,1,2,11.3,1261,0.105,9.47,0,Mercedes,NL,8,30,396.86,89,1.7462165308498254,17.26814124951494,24.415,High Speed
25299234,Losail International Circuit,Lusail,Qatar,4.972,1984,55722,25,3,96.558,2011,793,Asphalt,Street,397,24,47,313,1,79,4.25,2174,0.361,8.57,0,Renault,ES,8,32,328.15,41,5.028157683024939,8.246178600160901,20.365000000000002,Medium Speed
21914710,Red Bull Ring - Reverse Layout,Spielberg,Austria,3.666,1967,192024,16,3,71.143,2017,2421,Asphalt,Permanent,443,3,24,295,1,13,14.81,873,0.697,8.26,0,Honda,NL,23,31,285.95,184,4.36442989634479,50.190943807965084,22.435000000000002,Low Speed
27064679,Bahrain International Circuit - Revised 2020,Sakhir,Bahrain,4.752,1963,69188,15,4,86.445,2009,830,Asphalt,Street,459,17,35,314,1,25,3.59,962,0.264,2.94,0,Renault,FR,15,12,361.15,184,3.1565656565656566,38.72053872053872,23.155,Medium Speed
22923223,Circuit de Monaco - Endurance Config,Monte Carlo,Monaco,2.607,1984,331863,10,2,117.533,2016,189,Concrete,Permanent,213,1,46,271,1,52,13.65,535,0.696,8.87,0,Mercedes,JA,16,13,145.99,12,3.835826620636747,4.602991944764097,12.085,Low Speed
20225395,Circuit de Monaco,Monte Carlo,Monaco,2.971,1967,97133,18,1,101.925,2015,973,Asphalt,Permanent,501,24,36,300,1,80,13.15,154,0.599,6.66,1,Renault,JA,15,28,148.55,109,6.058566139347021,36.68798384382363,25.045,Medium Speed
28442976,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,6.455,2009,113106,11,2,87.098,2009,335,Asphalt,Permanent,238,28,23,365,1,64,1.0,3146,0.272,4.15,1,Honda,AR,18,21,329.2,219,1.7041053446940355,33.92718822618126,13.21,High Speed
23438931,Hungaroring,Budapest,Hungary,4.381,1953,95239,12,1,74.732,2019,213,Asphalt,Permanent,339,12,24,295,1,11,8.23,2066,0.076,5.92,1,Renault,FR,23,14,306.67,34,2.7391006619493266,7.760785208856425,17.755000000000003,Low Speed
25993223,Imola Circuit,Imola,Italy,5.231,2003,414726,23,2,99.928,2017,1865,Asphalt,Permanent,424,14,29,326,1,26,9.06,1249,0.302,8.12,0,Honda,DE,15,15,235.39,173,4.39686484419805,33.07207034983751,21.580000000000002,Medium Speed
20050263,Las Vegas Street Circuit,Las Vegas,USA,6.293,1984,329221,25,1,79.897,2009,2291,Mixed,Hybrid,252,24,38,307,1,20,12.12,1615,0.318,4.86,1,Honda,ES,21,20,503.44,219,3.972668043858255,34.80057206419831,13.84,Medium Speed
26837810,Las Vegas Street Circuit - Reverse Layout,Las Vegas,USA,6.494,1949,303749,19,3,87.78,2023,2506,Asphalt,Street,492,3,50,334,1,16,8.42,2064,0.514,5.65,0,Ferrari,DE,22,35,487.05,166,2.925777640899292,25.562057283646443,24.64,Medium Speed
21104049,Bahrain International Circuit - Historic Layout,Sakhir,Bahrain,5.219,1963,277997,7,5,67.455,2015,1341,Asphalt,Permanent,455,17,22,266,1,26,1.98,871,0.179,3.29,0,Alfa Romeo,FR,26,10,281.83,32,1.3412531136232995,6.131442805135083,22.975,Low Speed
23275051,Bahrain International Circuit,Sakhir,Bahrain,5.553,1993,266468,16,6,75.183,2020,1796,Asphalt,Permanent,455,5,31,318,1,34,12.08,2345,0.749,5.43,1,Ferrari,PT,20,10,327.63,145,2.881325409688457,26.11201152530164,22.975,Medium Speed
29752036,Baku City Circuit - Historic Layout,Baku,Azerbaijan,5.406,1957,341878,9,1,111.11,2011,102,Concrete,Street,452,7,42,267,1,78,12.83,2752,0.125,3.42,1,Renault,AR,17,11,270.3,12,1.6648168701442843,2.219755826859046,22.84,Low Speed
23651670,Albert Park Circuit,Melbourne,Australia,5.511,2002,279728,26,3,62.243,2018,1780,Concrete,Hybrid,270,17,48,345,1,76,4.19,3195,0.607,9.89,0,Mercedes,NL,12,24,325.15,70,4.717837053166394,12.70186898929414,14.65,High Speed
24652455,Estoril Circuit,Estoril,Portugal,4.892,1979,133962,16,1,72.442,2010,1481,Asphalt,Street,231,16,44,376,2,16,4.64,1715,0.388,9.54,0,Alfa Romeo,PT,10,28,352.22,210,3.2706459525756335,42.92722812755519,12.895,High Speed
28195473,Circuit Zandvoort - Revised 2020,Zandvoort,Netherlands,3.987,2014,382643,19,1,112.406,2011,2088,Concrete,Permanent,482,28,42,292,1,17,8.04,314,0.562,1.47,0,Ferrari,NL,26,12,310.99,116,4.765487835465262,29.0945573112616,24.19,Low Speed
26493058,Silverstone Circuit - Short Circuit,Silverstone,UK,5.756,2006,264533,14,2,68.517,2010,2009,Asphalt,Street,238,25,39,346,1,3,2.53,2676,0.613,6.05,0,Mercedes,IT,25,17,454.72,143,2.432244614315497,24.843641417651146,13.21,High Speed
21205999,Autodromo Nazionale Monza,Monza,Italy,5.793,1992,164882,18,2,98.071,2015,1767,Mixed,Permanent,462,14,44,313,1,72,11.89,2269,0.201,4.77,0,Mercedes,FR,20,29,335.99,36,3.1071983428275503,6.2143966856551005,23.29,Medium Speed
28682788,Portimao Circuit - Short Circuit,Portimao,Portugal,5.11,1962,154928,12,2,96.975,2009,746,Asphalt,Permanent,383,11,21,343,1,67,1.24,628,0.437,4.38,0,Mercedes,IT,12,15,306.6,207,2.3483365949119372,40.50880626223092,19.735,High Speed
21797057,Circuit of the Americas - Revised 2020,Austin,USA,6.053,2012,322225,19,3,103.754,2009,1892,Concrete,Permanent,221,8,29,271,1,19,14.9,2864,0.35,0.99,1,Ferrari,ZH,23,12,345.02,120,3.1389393689079794,19.824880224681976,12.445,Low Speed
24734486,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.186,1977,143870,6,2,101.407,2017,1737,Asphalt,Street,249,10,24,308,1,78,15.26,2861,0.379,8.5,0,Ferrari,DE,19,22,313.95,188,1.433349259436216,44.91161012900143,13.705,Medium Speed
24416569,Istanbul Park - Revised 2020,Istanbul,Turkey,5.446,1987,278424,16,1,105.384,2014,2136,Concrete,Permanent,455,12,41,286,1,47,2.89,1544,0.754,3.19,0,Mercedes,ES,9,26,370.33,132,2.9379360998898276,24.237972824091077,22.975,Low Speed
23639290,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,5.815,1976,43419,6,2,92.587,2017,1914,Asphalt,Street,223,23,46,315,1,64,7.26,2814,0.66,4.16,0,Ferrari,ES,21,13,325.64,131,1.0318142734307825,22.527944969905416,12.535,Medium Speed
29902325,Albert Park Circuit - Short Circuit,Melbourne,Australia,5.966,1969,264181,17,4,89.221,2015,1748,Asphalt,Street,473,22,40,351,2,18,0.83,2101,0.796,3.32,0,Mercedes,NL,16,34,304.27,34,2.8494803888702647,5.698960777740529,23.785,High Speed
28828725,Portimao Circuit - Short Circuit,Portimao,Portugal,3.969,1994,122433,13,1,100.087,2020,208,Concrete,Permanent,190,4,33,355,1,35,11.36,2077,0.501,1.42,0,Mercedes,AR,14,16,265.92,182,3.2753842277651803,45.855379188712526,11.05,High Speed
25311403,Baku City Circuit - Endurance Config,Baku,Azerbaijan,5.318,1963,242067,21,1,62.433,2014,1122,Asphalt,Permanent,249,10,24,300,2,84,8.69,1306,0.126,3.27,0,Renault,DE,9,10,281.85,160,3.948852952237684,30.086498683715686,13.705,Medium Speed
22328211,Bahrain International Circuit - Alt Chicane,Sakhir,Bahrain,5.139,1980,418280,18,6,74.493,2009,547,Asphalt,Permanent,412,5,37,326,1,6,1.13,3381,0.8,2.25,1,Renault,ES,12,21,298.06,203,3.5026269702276704,39.50184860867873,21.04,Medium Speed
22059226,Imola Circuit,Imola,Italy,4.948,2003,261107,12,1,75.791,2015,2012,Concrete,Permanent,435,19,40,293,1,62,13.31,914,0.618,9.99,0,Ferrari,FR,15,33,237.5,195,2.4252223120452707,39.40986257073565,22.075,Low Speed
28046716,Marina Bay Street Circuit - Alt Chicane,Singapore,Singapore,5.222,1995,106802,25,2,115.379,2009,839,Concrete,Permanent,217,15,29,366,2,45,1.67,1022,0.548,6.16,0,Alfa Romeo,AR,14,11,355.1,183,4.787437763309077,35.04404442742244,12.265,High Speed
21462677,Circuit de Monaco,Monte Carlo,Monaco,3.337,2008,143845,24,1,82.196,2017,572,Asphalt,Permanent,302,14,29,356,1,69,9.32,2898,0.381,1.47,1,Ferrari,ZH,16,24,166.85,169,7.19208870242733,50.644291279592444,16.09,High Speed
24280663,Kyalami - Historic Layout,Johannesburg,South Africa,4.742,1990,273541,25,3,112.022,2019,1897,Concrete,Street,265,0,21,311,2,72,6.8,2698,0.711,1.96,0,Mercedes,ES,14,14,294.0,123,5.27203711514129,25.93842260649515,14.425,Medium Speed
22755512,Estoril Circuit - Revised 2020,Estoril,Portugal,4.87,2019,294841,21,1,104.369,2013,1545,Mixed,Permanent,211,15,34,298,2,19,11.87,3047,0.454,2.98,1,Honda,JA,23,31,336.03,174,4.312114989733059,35.728952772073924,11.995000000000001,Low Speed
23245555,Estoril Circuit - Revised 2020,Estoril,Portugal,5.017,1981,225193,22,1,108.17,2012,2515,Asphalt,Permanent,394,16,36,314,1,64,9.44,2305,0.635,7.78,1,Honda,ES,9,25,346.17,169,4.385090691648395,33.68546940402631,20.23,Medium Speed
28083168,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,4.42,1962,177565,6,2,106.254,2020,761,Asphalt,Street,491,24,23,321,1,44,12.28,962,0.616,5.16,0,Honda,EN,21,25,256.36,217,1.3574660633484164,49.09502262443439,24.595000000000002,Medium Speed
28098095,Kyalami - Revised 2020,Johannesburg,South Africa,4.561,1967,391343,15,2,110.717,2013,2044,Mixed,Permanent,372,4,35,350,1,3,6.36,3263,0.312,1.11,0,Ferrari,ZH,21,21,269.1,1,3.28875246656435,0.21925016443762332,19.240000000000002,High Speed
28287971,Miami International Autodrome - Reverse Layout,Miami,USA,4.687,1982,84746,16,3,73.103,2008,646,Concrete,Hybrid,449,11,50,354,1,44,12.84,1241,0.61,3.63,0,Mercedes,EN,18,32,239.04,31,3.413697461062513,6.614038830808619,22.705000000000002,High Speed
27719636,Circuit Zandvoort,Zandvoort,Netherlands,4.549,1952,132749,8,3,70.274,2010,416,Mixed,Permanent,180,21,45,291,1,22,8.29,3247,0.042,2.7,1,Alfa Romeo,JA,21,34,336.63,81,1.7586282699494393,17.806111233238074,10.6,Low Speed
20539832,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,4.655,1967,157155,18,1,111.88,2014,332,Mixed,Street,259,16,39,276,1,3,0.75,1341,0.57,2.69,0,Honda,PT,11,25,209.48,127,3.8668098818474754,27.282491944146077,14.155000000000001,Low Speed
28737131,Miami International Autodrome,Miami,USA,5.115,2016,375221,17,3,117.053,2010,1375,Mixed,Street,353,8,37,333,1,0,0.87,3385,0.583,9.21,0,Ferrari,JA,10,22,378.51,87,3.3235581622678394,17.008797653958943,18.384999999999998,Medium Speed
23493155,Bahrain International Circuit - Short Circuit,Sakhir,Bahrain,4.684,1953,205789,17,5,97.384,2017,1351,Concrete,Permanent,464,17,48,306,1,61,6.4,3302,0.044,5.47,0,Honda,EN,11,21,355.98,212,3.6293766011955593,45.26046114432109,23.38,Medium Speed
24318905,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,3.659,1998,255768,20,3,113.351,2018,1028,Concrete,Permanent,269,9,42,270,1,27,2.77,2125,0.692,3.1,0,Mercedes,AR,9,33,256.13,4,5.465974309920743,1.0931948619841487,14.605,Low Speed
26155184,Portimao Circuit - Alt Chicane,Portimao,Portugal,4.403,1965,259868,11,1,92.583,2020,789,Asphalt,Permanent,418,28,47,322,1,67,1.05,1664,0.72,6.61,1,Ferrari,DE,24,29,295.0,71,2.498296615943675,16.125369066545538,21.310000000000002,Medium Speed
27544412,Circuit of the Americas - Alt Chicane,Austin,USA,5.162,1981,295062,20,1,62.526,2011,1568,Concrete,Street,253,17,46,348,1,37,4.07,2183,0.113,7.05,0,Renault,ES,13,32,263.26,40,3.8744672607516466,7.748934521503293,13.885,High Speed
21910593,Albert Park Circuit,Melbourne,Australia,5.07,1998,346886,24,4,78.494,2010,1786,Concrete,Permanent,275,14,27,343,1,72,13.62,982,0.134,5.61,0,Mercedes,ES,9,10,390.39,125,4.733727810650887,24.654832347140037,14.875,High Speed
25212864,Red Bull Ring - Endurance Config,Spielberg,Austria,4.838,1984,256581,26,1,78.079,2015,591,Concrete,Permanent,367,5,23,329,1,67,10.68,2834,0.471,3.72,0,Honda,IT,26,26,362.85,216,5.374121537825547,44.646548160396854,19.015,Medium Speed
23557389,Nürburgring,Nürburg,Germany,5.148,2007,269201,10,1,95.438,2021,892,Asphalt,Street,407,11,47,318,1,3,11.54,2435,0.248,8.89,0,Renault,FR,24,26,303.73,47,1.9425019425019425,9.12975912975913,20.815,Medium Speed
29079670,Losail International Circuit - Historic Layout,Lusail,Qatar,4.618,1998,160078,19,3,64.642,2017,660,Concrete,Permanent,229,18,20,359,1,75,6.87,2307,0.157,7.34,1,Ferrari,AR,12,12,207.81,214,4.114335210047639,46.340407102641834,12.805,High Speed
24945419,Autodromo Nazionale Monza,Monza,Italy,6.27,1993,164634,11,3,61.23,2020,1384,Asphalt,Permanent,291,27,49,293,1,13,11.26,3314,0.163,7.6,1,Renault,AR,12,19,413.82,220,1.7543859649122808,35.08771929824562,15.595,Low Speed
20693138,Circuit Gilles Villeneuve,Montreal,Canada,5.032,1997,107835,16,2,115.015,2017,1967,Asphalt,Permanent,331,19,43,340,2,75,10.95,2426,0.771,8.42,0,Honda,EN,16,23,221.41,216,3.179650238473768,42.925278219395864,17.395000000000003,Medium Speed
20488536,Kyalami - Revised 2020,Johannesburg,South Africa,4.805,1969,175198,24,2,78.847,2017,2224,Asphalt,Permanent,334,21,21,310,1,33,15.46,1796,0.032,7.37,0,Mercedes,EN,21,26,360.38,150,4.994797086368367,31.217481789802292,17.53,Medium Speed
21968106,Miami International Autodrome,Miami,USA,5.412,1997,177962,19,3,90.034,2014,1657,Asphalt,Street,340,18,32,310,1,5,13.74,2950,0.078,2.64,0,Ferrari,DE,22,14,330.13,158,3.5107169253510717,29.19438285291944,17.8,Medium Speed
28359500,Red Bull Ring - Historic Layout,Spielberg,Austria,4.692,1993,314063,23,3,67.488,2015,1874,Asphalt,Permanent,373,23,48,353,2,29,7.77,2278,0.389,7.92,0,Renault,PT,11,13,281.52,119,4.901960784313725,25.36231884057971,19.285,High Speed
28879411,Marina Bay Street Circuit - Reverse Layout,Singapore,Singapore,5.844,2010,67443,17,4,104.37,2013,1656,Asphalt,Permanent,222,21,44,337,1,4,13.85,2743,0.439,2.22,1,Honda,NL,20,17,397.39,72,2.9089664613278576,12.320328542094455,12.49,Medium Speed
22285399,Red Bull Ring - Endurance Config,Spielberg,Austria,3.639,1975,62086,19,2,99.919,2016,2383,Asphalt,Permanent,334,1,45,316,1,14,7.3,3195,0.44,3.26,1,Mercedes,FR,19,15,247.45,29,5.221214619400935,7.969222313822479,17.53,Medium Speed
28316539,Circuit Zandvoort,Zandvoort,Netherlands,4.774,1993,207955,7,1,88.39,2012,1926,Asphalt,Permanent,321,9,32,344,1,83,0.42,3487,0.356,2.59,0,Renault,EN,19,14,224.38,111,1.466275659824047,23.250942605781315,16.945,High Speed
20695545,Red Bull Ring - Alt Chicane,Spielberg,Austria,4.631,1996,58524,10,1,68.265,2023,1095,Asphalt,Street,441,20,30,361,1,29,11.83,903,0.086,6.15,0,Ferrari,AR,9,23,305.65,3,2.1593608291945583,0.6478082487583675,22.345000000000002,High Speed
26053560,Mugello Circuit - Endurance Config,Mugello,Italy,4.514,1950,119096,9,1,93.597,2016,995,Asphalt,Permanent,329,28,44,345,1,83,14.13,1098,0.716,2.09,0,Honda,DE,11,24,352.09,128,1.9937970757642889,28.35622507753655,17.305,High Speed
28520163,Losail International Circuit - Historic Layout,Lusail,Qatar,5.869,1963,208669,25,3,61.375,2008,1555,Asphalt,Permanent,429,18,34,285,1,45,5.53,3212,0.363,9.99,0,Honda,NL,11,23,340.4,12,4.2596694496507075,2.0446413358323396,21.805,Low Speed
20248809,Magny-Cours,Magny-Cours,France,4.371,1988,121522,7,2,77.28,2014,1320,Mixed,Permanent,203,4,20,295,1,60,0.18,1624,0.549,3.5,0,Renault,NL,13,21,284.12,104,1.601464195836193,23.793182338137722,11.635,Low Speed
26153227,Portimao Circuit - Historic Layout,Portimao,Portugal,4.254,1986,210548,22,1,87.407,2021,1546,Asphalt,Permanent,353,8,36,362,1,36,10.2,3051,0.065,4.39,0,Alfa Romeo,PT,19,16,208.45,35,5.171603196991068,8.227550540667607,18.384999999999998,High Speed
26187662,Bahrain International Circuit - Endurance Config,Sakhir,Bahrain,5.426,1964,403466,13,6,115.622,2022,1691,Asphalt,Permanent,486,7,45,383,2,63,11.35,2352,0.631,8.83,0,Alfa Romeo,DE,26,20,401.52,55,2.395871728713601,10.13638039071139,24.37,High Speed
26806337,Estoril Circuit - Historic Layout,Estoril,Portugal,4.745,2006,380978,9,1,72.751,2008,296,Asphalt,Street,240,6,48,332,2,71,6.51,2359,0.245,3.94,0,Mercedes,ES,22,30,284.7,139,1.8967334035827186,29.29399367755532,13.3,Medium Speed
27580800,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6.874,1968,351171,26,2,116.779,2010,1402,Asphalt,Oval,305,18,26,278,1,14,15.98,885,0.46,9.97,0,Mercedes,DE,11,18,536.17,197,3.782368344486471,28.658713994762877,16.225,Low Speed
27574864,Circuit de Barcelona-Catalunya - Reverse Layout,Barcelona,Spain,5.018,1967,154298,21,1,109.0,2008,2109,Asphalt,Permanent,491,16,45,313,2,49,3.74,1428,0.569,3.53,0,Ferrari,AR,20,32,316.13,51,4.184934236747709,10.163411717815864,24.595000000000002,Medium Speed
24827081,Istanbul Park,Istanbul,Turkey,4.721,1982,206944,17,1,61.645,2017,2138,Concrete,Permanent,219,11,42,315,2,74,15.69,617,0.71,9.79,0,Renault,DE,16,14,358.8,126,3.6009320059309466,26.689260749841136,12.355,Medium Speed
25662102,Istanbul Park,Istanbul,Turkey,4.696,1987,215101,15,2,95.596,2021,2300,Asphalt,Permanent,346,19,22,332,1,40,15.59,3297,0.211,6.3,0,Alfa Romeo,PT,18,12,253.58,81,3.194207836456559,17.24872231686542,18.07,Medium Speed
26492941,Albert Park Circuit,Melbourne,Australia,4.87,1977,186560,8,5,107.357,2020,1914,Asphalt,Permanent,324,25,44,341,2,41,11.06,2134,0.204,8.54,0,Honda,NL,24,10,248.37,135,1.6427104722792607,27.720739219712524,17.08,High Speed
25965651,Losail International Circuit,Lusail,Qatar,5.475,1993,67145,21,3,65.782,2015,614,Asphalt,Hybrid,298,10,50,295,1,22,14.8,1395,0.367,1.68,1,Alfa Romeo,EN,22,34,438.0,98,3.8356164383561646,17.899543378995435,15.91,Low Speed
23620261,Autodromo Jose Carlos Pace - Reverse Layout,Sao Paulo,Brazil,3.886,1983,155089,24,3,73.796,2020,1696,Asphalt,Street,451,13,36,274,1,0,0.74,2041,0.767,8.38,0,Mercedes,NL,10,34,217.62,107,6.1760164693772515,27.534740092640245,22.795,Low Speed
29310018,Kyalami - Historic Layout,Johannesburg,South Africa,3.941,1957,64430,20,3,94.808,2017,58,Asphalt,Permanent,326,18,39,304,1,64,6.51,1193,0.166,7.1,0,Honda,IT,8,12,315.28,193,5.074854097944685,48.9723420451662,17.17,Medium Speed
23266607,Circuit Zandvoort,Zandvoort,Netherlands,5.052,2001,193129,9,2,71.507,2010,1463,Asphalt,Permanent,293,15,34,339,1,70,14.76,2891,0.052,9.22,0,Ferrari,FR,24,19,287.96,74,1.7814726840855108,14.647664291369756,15.685,Medium Speed
29971423,Yas Marina Circuit - Short Circuit,Abu Dhabi,UAE,5.892,1959,395270,14,2,96.781,2015,333,Mixed,Permanent,506,3,24,320,1,30,0.9,221,0.139,1.14,0,Honda,ES,11,10,412.44,141,2.3761031907671417,23.930753564154784,25.27,Medium Speed
23280682,Hungaroring,Budapest,Hungary,4.604,1967,199732,10,1,94.322,2010,805,Mixed,Street,411,12,35,281,1,7,3.0,303,0.176,9.39,0,Mercedes,NL,11,36,322.28,100,2.172024326672459,21.720243266724587,20.995,Low Speed
