circuit_id,circuit_name,city,country,track_length_km,year_opened,seating_capacity,number_of_turns,drs_zones,lap_record_seconds,lap_record_year,altitude_meters,surface_type,circuit_type,pit_lane_length_m,avg_temp_min_c,avg_temp_max_c,avg_top_speed_kmh,fia_grade,total_gp_hosted,tv_viewers_millions,ticket_price_usd,safety_car_freq,overtake_index,night_race,primary_engine_supplier,primary_broadcast_lang,pit_boxes,marshal_post_count,total_race_dist_km,elevation_change_m
26805112,Circuit of the Americas,Austin,USA,5.154,1986,315154,9,2,114.249,2010,2485,Asphalt,Oval,487,27,34,382,1,2,11.3,1261,0.105,9.47,0,Mercedes,NL,8,30,396.86,89
25299234,Losail International Circuit,Lusail,Qatar,4.972,1984,55722,25,3,96.558,2011,793,Asphalt,Street,397,24,47,313,1,79,4.25,2174,0.361,8.57,0,Renault,ES,8,32,328.15,41
21914710,Red Bull Ring - Reverse Layout,Spielberg,Austria,3.666,1967,192024,16,3,71.143,2017,2421,Asphalt,Permanent,443,3,24,295,1,13,14.81,873,0.697,8.26,0,Honda,NL,23,31,285.95,184
27064679,Bahrain International Circuit - Revised 2020,Sakhir,Bahrain,4.752,1963,69188,15,4,86.445,2009,830,Asphalt,Street,459,17,35,314,1,25,3.59,962,0.264,2.94,0,Renault,FR,15,12,361.15,184
22923223,Circuit de Monaco - Endurance Config,Monte Carlo,Monaco,2.607,1984,331863,10,2,117.533,2016,189,Concrete,Permanent,213,1,46,271,1,52,13.65,535,0.696,8.87,0,Mercedes,JA,16,13,145.99,12
20225395,Circuit de Monaco,Monte Carlo,Monaco,2.971,1967,97133,18,1,101.925,2015,973,Asphalt,Permanent,501,24,36,300,1,80,13.15,154,0.599,6.66,1,Renault,JA,15,28,148.55,109
28442976,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,6.455,2009,113106,11,2,87.098,2009,335,Asphalt,Permanent,238,28,23,365,1,64,1.0,3146,0.272,4.15,1,Honda,AR,18,21,329.2,219
23438931,Hungaroring,Budapest,Hungary,4.381,1953,95239,12,1,74.732,2019,213,Asphalt,Permanent,339,12,24,295,1,11,8.23,2066,0.076,5.92,1,Renault,FR,23,14,306.67,34
25993223,Imola Circuit,Imola,Italy,5.231,2003,414726,23,2,99.928,2017,1865,Asphalt,Permanent,424,14,29,326,1,26,9.06,1249,0.302,8.12,0,Honda,DE,15,15,235.39,173
20050263,Las Vegas Street Circuit,Las Vegas,USA,6.293,1984,329221,25,1,79.897,2009,2291,Mixed,Hybrid,252,24,38,307,1,20,12.12,1615,0.318,4.86,1,Honda,ES,21,20,503.44,219
26837810,Las Vegas Street Circuit - Reverse Layout,Las Vegas,USA,6.494,1949,303749,19,3,87.78,2023,2506,Asphalt,Street,492,3,50,334,1,16,8.42,2064,0.514,5.65,0,Ferrari,DE,22,35,487.05,166
21104049,Bahrain International Circuit - Historic Layout,Sakhir,Bahrain,5.219,1963,277997,7,5,67.455,2015,1341,Asphalt,Permanent,455,17,22,266,1,26,1.98,871,0.179,3.29,0,Alfa Romeo,FR,26,10,281.83,32
23275051,Bahrain International Circuit,Sakhir,Bahrain,5.553,1993,266468,16,6,75.183,2020,1796,Asphalt,Permanent,455,5,31,318,1,34,12.08,2345,0.749,5.43,1,Ferrari,PT,20,10,327.63,145
29752036,Baku City Circuit - Historic Layout,Baku,Azerbaijan,5.406,1957,341878,9,1,111.11,2011,102,Concrete,Street,452,7,42,267,1,78,12.83,2752,0.125,3.42,1,Renault,AR,17,11,270.3,12
23651670,Albert Park Circuit,Melbourne,Australia,5.511,2002,279728,26,3,62.243,2018,1780,Concrete,Hybrid,270,17,48,345,1,76,4.19,3195,0.607,9.89,0,Mercedes,NL,12,24,325.15,70
24652455,Estoril Circuit,Estoril,Portugal,4.892,1979,133962,16,1,72.442,2010,1481,Asphalt,Street,231,16,44,376,2,16,4.64,1715,0.388,9.54,0,Alfa Romeo,PT,10,28,352.22,210
28195473,Circuit Zandvoort - Revised 2020,Zandvoort,Netherlands,3.987,2014,382643,19,1,112.406,2011,2088,Concrete,Permanent,482,28,42,292,1,17,8.04,314,0.562,1.47,0,Ferrari,NL,26,12,310.99,116
26493058,Silverstone Circuit - Short Circuit,Silverstone,UK,5.756,2006,264533,14,2,68.517,2010,2009,Asphalt,Street,238,25,39,346,1,3,2.53,2676,0.613,6.05,0,Mercedes,IT,25,17,454.72,143
21205999,Autodromo Nazionale Monza,Monza,Italy,5.793,1992,164882,18,2,98.071,2015,1767,Mixed,Permanent,462,14,44,313,1,72,11.89,2269,0.201,4.77,0,Mercedes,FR,20,29,335.99,36
28682788,Portimao Circuit - Short Circuit,Portimao,Portugal,5.11,1962,154928,12,2,96.975,2009,746,Asphalt,Permanent,383,11,21,343,1,67,1.24,628,0.437,4.38,0,Mercedes,IT,12,15,306.6,207
21797057,Circuit of the Americas - Revised 2020,Austin,USA,6.053,2012,322225,19,3,103.754,2009,1892,Concrete,Permanent,221,8,29,271,1,19,14.9,2864,0.35,0.99,1,Ferrari,ZH,23,12,345.02,120
24734486,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.186,1977,143870,6,2,101.407,2017,1737,Asphalt,Street,249,10,24,308,1,78,15.26,2861,0.379,8.5,0,Ferrari,DE,19,22,313.95,188
24416569,Istanbul Park - Revised 2020,Istanbul,Turkey,5.446,1987,278424,16,1,105.384,2014,2136,Concrete,Permanent,455,12,41,286,1,47,2.89,1544,0.754,3.19,0,Mercedes,ES,9,26,370.33,132
23639290,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,5.815,1976,43419,6,2,92.587,2017,1914,Asphalt,Street,223,23,46,315,1,64,7.26,2814,0.66,4.16,0,Ferrari,ES,21,13,325.64,131
29902325,Albert Park Circuit - Short Circuit,Melbourne,Australia,5.966,1969,264181,17,4,89.221,2015,1748,Asphalt,Street,473,22,40,351,2,18,0.83,2101,0.796,3.32,0,Mercedes,NL,16,34,304.27,34
28828725,Portimao Circuit - Short Circuit,Portimao,Portugal,3.969,1994,122433,13,1,100.087,2020,208,Concrete,Permanent,190,4,33,355,1,35,11.36,2077,0.501,1.42,0,Mercedes,AR,14,16,265.92,182
25311403,Baku City Circuit - Endurance Config,Baku,Azerbaijan,5.318,1963,242067,21,1,62.433,2014,1122,Asphalt,Permanent,249,10,24,300,2,84,8.69,1306,0.126,3.27,0,Renault,DE,9,10,281.85,160
22328211,Bahrain International Circuit - Alt Chicane,Sakhir,Bahrain,5.139,1980,418280,18,6,74.493,2009,547,Asphalt,Permanent,412,5,37,326,1,6,1.13,3381,0.8,2.25,1,Renault,ES,12,21,298.06,203
22059226,Imola Circuit,Imola,Italy,4.948,2003,261107,12,1,75.791,2015,2012,Concrete,Permanent,435,19,40,293,1,62,13.31,914,0.618,9.99,0,Ferrari,FR,15,33,237.5,195
28046716,Marina Bay Street Circuit - Alt Chicane,Singapore,Singapore,5.222,1995,106802,25,2,115.379,2009,839,Concrete,Permanent,217,15,29,366,2,45,1.67,1022,0.548,6.16,0,Alfa Romeo,AR,14,11,355.1,183
21462677,Circuit de Monaco,Monte Carlo,Monaco,3.337,2008,143845,24,1,82.196,2017,572,Asphalt,Permanent,302,14,29,356,1,69,9.32,2898,0.381,1.47,1,Ferrari,ZH,16,24,166.85,169
24280663,Kyalami - Historic Layout,Johannesburg,South Africa,4.742,1990,273541,25,3,112.022,2019,1897,Concrete,Street,265,0,21,311,2,72,6.8,2698,0.711,1.96,0,Mercedes,ES,14,14,294.0,123
22755512,Estoril Circuit - Revised 2020,Estoril,Portugal,4.87,2019,294841,21,1,104.369,2013,1545,Mixed,Permanent,211,15,34,298,2,19,11.87,3047,0.454,2.98,1,Honda,JA,23,31,336.03,174
23245555,Estoril Circuit - Revised 2020,Estoril,Portugal,5.017,1981,225193,22,1,108.17,2012,2515,Asphalt,Permanent,394,16,36,314,1,64,9.44,2305,0.635,7.78,1,Honda,ES,9,25,346.17,169
28083168,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,4.42,1962,177565,6,2,106.254,2020,761,Asphalt,Street,491,24,23,321,1,44,12.28,962,0.616,5.16,0,Honda,EN,21,25,256.36,217
28098095,Kyalami - Revised 2020,Johannesburg,South Africa,4.561,1967,391343,15,2,110.717,2013,2044,Mixed,Permanent,372,4,35,350,1,3,6.36,3263,0.312,1.11,0,Ferrari,ZH,21,21,269.1,1
28287971,Miami International Autodrome - Reverse Layout,Miami,USA,4.687,1982,84746,16,3,73.103,2008,646,Concrete,Hybrid,449,11,50,354,1,44,12.84,1241,0.61,3.63,0,Mercedes,EN,18,32,239.04,31
27719636,Circuit Zandvoort,Zandvoort,Netherlands,4.549,1952,132749,8,3,70.274,2010,416,Mixed,Permanent,180,21,45,291,1,22,8.29,3247,0.042,2.7,1,Alfa Romeo,JA,21,34,336.63,81
20539832,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,4.655,1967,157155,18,1,111.88,2014,332,Mixed,Street,259,16,39,276,1,3,0.75,1341,0.57,2.69,0,Honda,PT,11,25,209.48,127
28737131,Miami International Autodrome,Miami,USA,5.115,2016,375221,17,3,117.053,2010,1375,Mixed,Street,353,8,37,333,1,0,0.87,3385,0.583,9.21,0,Ferrari,JA,10,22,378.51,87
23493155,Bahrain International Circuit - Short Circuit,Sakhir,Bahrain,4.684,1953,205789,17,5,97.384,2017,1351,Concrete,Permanent,464,17,48,306,1,61,6.4,3302,0.044,5.47,0,Honda,EN,11,21,355.98,212
24318905,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,3.659,1998,255768,20,3,113.351,2018,1028,Concrete,Permanent,269,9,42,270,1,27,2.77,2125,0.692,3.1,0,Mercedes,AR,9,33,256.13,4
26155184,Portimao Circuit - Alt Chicane,Portimao,Portugal,4.403,1965,259868,11,1,92.583,2020,789,Asphalt,Permanent,418,28,47,322,1,67,1.05,1664,0.72,6.61,1,Ferrari,DE,24,29,295.0,71
27544412,Circuit of the Americas - Alt Chicane,Austin,USA,5.162,1981,295062,20,1,62.526,2011,1568,Concrete,Street,253,17,46,348,1,37,4.07,2183,0.113,7.05,0,Renault,ES,13,32,263.26,40
21910593,Albert Park Circuit,Melbourne,Australia,5.07,1998,346886,24,4,78.494,2010,1786,Concrete,Permanent,275,14,27,343,1,72,13.62,982,0.134,5.61,0,Mercedes,ES,9,10,390.39,125
25212864,Red Bull Ring - Endurance Config,Spielberg,Austria,4.838,1984,256581,26,1,78.079,2015,591,Concrete,Permanent,367,5,23,329,1,67,10.68,2834,0.471,3.72,0,Honda,IT,26,26,362.85,216
23557389,Nürburgring,Nürburg,Germany,5.148,2007,269201,10,1,95.438,2021,892,Asphalt,Street,407,11,47,318,1,3,11.54,2435,0.248,8.89,0,Renault,FR,24,26,303.73,47
29079670,Losail International Circuit - Historic Layout,Lusail,Qatar,4.618,1998,160078,19,3,64.642,2017,660,Concrete,Permanent,229,18,20,359,1,75,6.87,2307,0.157,7.34,1,Ferrari,AR,12,12,207.81,214
24945419,Autodromo Nazionale Monza,Monza,Italy,6.27,1993,164634,11,3,61.23,2020,1384,Asphalt,Permanent,291,27,49,293,1,13,11.26,3314,0.163,7.6,1,Renault,AR,12,19,413.82,220
20693138,Circuit Gilles Villeneuve,Montreal,Canada,5.032,1997,107835,16,2,115.015,2017,1967,Asphalt,Permanent,331,19,43,340,2,75,10.95,2426,0.771,8.42,0,Honda,EN,16,23,221.41,216
20488536,Kyalami - Revised 2020,Johannesburg,South Africa,4.805,1969,175198,24,2,78.847,2017,2224,Asphalt,Permanent,334,21,21,310,1,33,15.46,1796,0.032,7.37,0,Mercedes,EN,21,26,360.38,150
21968106,Miami International Autodrome,Miami,USA,5.412,1997,177962,19,3,90.034,2014,1657,Asphalt,Street,340,18,32,310,1,5,13.74,2950,0.078,2.64,0,Ferrari,DE,22,14,330.13,158
28359500,Red Bull Ring - Historic Layout,Spielberg,Austria,4.692,1993,314063,23,3,67.488,2015,1874,Asphalt,Permanent,373,23,48,353,2,29,7.77,2278,0.389,7.92,0,Renault,PT,11,13,281.52,119
28879411,Marina Bay Street Circuit - Reverse Layout,Singapore,Singapore,5.844,2010,67443,17,4,104.37,2013,1656,Asphalt,Permanent,222,21,44,337,1,4,13.85,2743,0.439,2.22,1,Honda,NL,20,17,397.39,72
22285399,Red Bull Ring - Endurance Config,Spielberg,Austria,3.639,1975,62086,19,2,99.919,2016,2383,Asphalt,Permanent,334,1,45,316,1,14,7.3,3195,0.44,3.26,1,Mercedes,FR,19,15,247.45,29
28316539,Circuit Zandvoort,Zandvoort,Netherlands,4.774,1993,207955,7,1,88.39,2012,1926,Asphalt,Permanent,321,9,32,344,1,83,0.42,3487,0.356,2.59,0,Renault,EN,19,14,224.38,111
20695545,Red Bull Ring - Alt Chicane,Spielberg,Austria,4.631,1996,58524,10,1,68.265,2023,1095,Asphalt,Street,441,20,30,361,1,29,11.83,903,0.086,6.15,0,Ferrari,AR,9,23,305.65,3
26053560,Mugello Circuit - Endurance Config,Mugello,Italy,4.514,1950,119096,9,1,93.597,2016,995,Asphalt,Permanent,329,28,44,345,1,83,14.13,1098,0.716,2.09,0,Honda,DE,11,24,352.09,128
28520163,Losail International Circuit - Historic Layout,Lusail,Qatar,5.869,1963,208669,25,3,61.375,2008,1555,Asphalt,Permanent,429,18,34,285,1,45,5.53,3212,0.363,9.99,0,Honda,NL,11,23,340.4,12
20248809,Magny-Cours,Magny-Cours,France,4.371,1988,121522,7,2,77.28,2014,1320,Mixed,Permanent,203,4,20,295,1,60,0.18,1624,0.549,3.5,0,Renault,NL,13,21,284.12,104
26153227,Portimao Circuit - Historic Layout,Portimao,Portugal,4.254,1986,210548,22,1,87.407,2021,1546,Asphalt,Permanent,353,8,36,362,1,36,10.2,3051,0.065,4.39,0,Alfa Romeo,PT,19,16,208.45,35
26187662,Bahrain International Circuit - Endurance Config,Sakhir,Bahrain,5.426,1964,403466,13,6,115.622,2022,1691,Asphalt,Permanent,486,7,45,383,2,63,11.35,2352,0.631,8.83,0,Alfa Romeo,DE,26,20,401.52,55
26806337,Estoril Circuit - Historic Layout,Estoril,Portugal,4.745,2006,380978,9,1,72.751,2008,296,Asphalt,Street,240,6,48,332,2,71,6.51,2359,0.245,3.94,0,Mercedes,ES,22,30,284.7,139
27580800,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6.874,1968,351171,26,2,116.779,2010,1402,Asphalt,Oval,305,18,26,278,1,14,15.98,885,0.46,9.97,0,Mercedes,DE,11,18,536.17,197
27574864,Circuit de Barcelona-Catalunya - Reverse Layout,Barcelona,Spain,5.018,1967,154298,21,1,109.0,2008,2109,Asphalt,Permanent,491,16,45,313,2,49,3.74,1428,0.569,3.53,0,Ferrari,AR,20,32,316.13,51
24827081,Istanbul Park,Istanbul,Turkey,4.721,1982,206944,17,1,61.645,2017,2138,Concrete,Permanent,219,11,42,315,2,74,15.69,617,0.71,9.79,0,Renault,DE,16,14,358.8,126
25662102,Istanbul Park,Istanbul,Turkey,4.696,1987,215101,15,2,95.596,2021,2300,Asphalt,Permanent,346,19,22,332,1,40,15.59,3297,0.211,6.3,0,Alfa Romeo,PT,18,12,253.58,81
26492941,Albert Park Circuit,Melbourne,Australia,4.87,1977,186560,8,5,107.357,2020,1914,Asphalt,Permanent,324,25,44,341,2,41,11.06,2134,0.204,8.54,0,Honda,NL,24,10,248.37,135
25965651,Losail International Circuit,Lusail,Qatar,5.475,1993,67145,21,3,65.782,2015,614,Asphalt,Hybrid,298,10,50,295,1,22,14.8,1395,0.367,1.68,1,Alfa Romeo,EN,22,34,438.0,98
23620261,Autodromo Jose Carlos Pace - Reverse Layout,Sao Paulo,Brazil,3.886,1983,155089,24,3,73.796,2020,1696,Asphalt,Street,451,13,36,274,1,0,0.74,2041,0.767,8.38,0,Mercedes,NL,10,34,217.62,107
29310018,Kyalami - Historic Layout,Johannesburg,South Africa,3.941,1957,64430,20,3,94.808,2017,58,Asphalt,Permanent,326,18,39,304,1,64,6.51,1193,0.166,7.1,0,Honda,IT,8,12,315.28,193
23266607,Circuit Zandvoort,Zandvoort,Netherlands,5.052,2001,193129,9,2,71.507,2010,1463,Asphalt,Permanent,293,15,34,339,1,70,14.76,2891,0.052,9.22,0,Ferrari,FR,24,19,287.96,74
29971423,Yas Marina Circuit - Short Circuit,Abu Dhabi,UAE,5.892,1959,395270,14,2,96.781,2015,333,Mixed,Permanent,506,3,24,320,1,30,0.9,221,0.139,1.14,0,Honda,ES,11,10,412.44,141
23280682,Hungaroring,Budapest,Hungary,4.604,1967,199732,10,1,94.322,2010,805,Mixed,Street,411,12,35,281,1,7,3.0,303,0.176,9.39,0,Mercedes,NL,11,36,322.28,100
29837800,Portimao Circuit - Endurance Config,Portimao,Portugal,4.997,1987,41361,23,1,101.487,2019,682,Asphalt,Street,227,23,44,346,1,74,15.23,504,0.074,3.63,0,Honda,PT,24,10,229.86,94
20020823,Baku City Circuit,Baku,Azerbaijan,6.728,2016,392373,25,1,117.068,2011,439,Asphalt,Hybrid,356,0,46,308,2,9,9.82,2696,0.519,7.97,1,Renault,IT,10,26,383.5,66
27461656,Jeddah Corniche Circuit - Alt Chicane,Jeddah,Saudi Arabia,6.862,2002,276387,14,3,63.755,2018,2559,Asphalt,Street,316,20,42,340,1,67,15.58,721,0.32,2.52,0,Alfa Romeo,DE,25,17,322.51,28
25348446,Silverstone Circuit,Silverstone,UK,5.393,1961,219816,20,1,103.49,2023,1803,Asphalt,Permanent,478,18,41,385,1,52,13.21,1286,0.433,3.99,0,Mercedes,PT,23,31,248.08,147
23108002,Circuit Zandvoort,Zandvoort,Netherlands,4.436,1967,348947,22,3,97.261,2009,2343,Asphalt,Permanent,210,17,41,303,1,53,6.5,3304,0.622,1.91,0,Ferrari,ZH,12,16,199.62,133
28666862,Red Bull Ring - Revised 2020,Spielberg,Austria,4.08,2017,198469,7,1,103.843,2018,140,Concrete,Street,485,27,43,332,1,4,4.8,3274,0.324,3.28,0,Honda,IT,9,25,244.8,98
24619470,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.708,1972,129727,14,2,92.022,2017,2578,Asphalt,Hybrid,268,2,46,329,1,74,6.04,2177,0.714,2.43,1,Honda,NL,14,29,221.28,162
28499875,Circuit Gilles Villeneuve - Short Circuit,Montreal,Canada,4.14,1974,297951,25,2,102.378,2009,1680,Concrete,Permanent,457,23,43,384,2,27,4.4,3252,0.051,3.17,0,Alfa Romeo,ZH,18,30,281.52,4
20577710,Circuit de Monaco - Revised 2020,Monte Carlo,Monaco,4.094,1950,89216,13,1,67.659,2009,537,Asphalt,Permanent,218,9,36,331,1,61,3.18,2685,0.332,1.55,0,Honda,JA,12,18,270.2,133
29396988,Losail International Circuit,Lusail,Qatar,5.38,1968,297876,18,2,83.055,2020,1888,Asphalt,Street,427,5,31,294,1,48,8.35,1219,0.524,7.99,0,Ferrari,NL,10,15,306.66,175
29742862,Estoril Circuit,Estoril,Portugal,4.557,1992,414778,21,1,93.933,2008,1135,Asphalt,Permanent,503,17,44,353,1,78,11.78,2560,0.073,2.3,0,Renault,JA,14,18,341.78,71
26207661,Baku City Circuit - Historic Layout,Baku,Azerbaijan,6.752,2016,201957,12,3,60.565,2011,2595,Concrete,Hybrid,209,22,47,319,1,28,8.92,3128,0.389,6.87,1,Ferrari,JA,17,28,344.35,124
27338421,Imola Circuit,Imola,Italy,5.531,1966,403010,12,1,60.031,2017,555,Mixed,Permanent,516,28,46,323,1,77,0.89,1308,0.432,6.45,0,Honda,AR,22,11,265.49,74
24118353,Silverstone Circuit - Endurance Config,Silverstone,UK,6.525,1970,156614,24,1,96.361,2011,509,Asphalt,Street,244,3,33,272,1,14,12.06,3292,0.739,7.12,0,Honda,AR,23,17,339.3,168
23215989,Circuit Zandvoort,Zandvoort,Netherlands,4.259,1967,259970,19,2,99.22,2016,335,Asphalt,Permanent,313,13,44,292,1,5,11.37,2026,0.243,1.55,0,Alfa Romeo,FR,10,25,251.28,10
22055401,Circuit Gilles Villeneuve,Montreal,Canada,3.693,1975,313150,11,3,105.541,2023,422,Asphalt,Street,343,15,26,383,1,39,11.76,1324,0.126,0.65,0,Ferrari,FR,12,23,192.04,42
20896366,Losail International Circuit - Endurance Config,Lusail,Qatar,4.933,2018,391763,24,2,103.421,2018,1946,Concrete,Permanent,219,25,29,270,1,48,3.71,1363,0.343,4.59,1,Alfa Romeo,EN,26,31,266.38,196
27381269,Circuit of the Americas - Alt Chicane,Austin,USA,5.981,1996,148071,21,1,101.779,2009,2063,Asphalt,Hybrid,466,13,45,359,1,6,7.15,2860,0.274,5.33,0,Renault,EN,13,32,412.69,127
28824693,Yas Marina Circuit,Abu Dhabi,UAE,5.302,1979,90904,18,1,105.841,2023,677,Asphalt,Permanent,424,23,29,286,1,64,1.05,1887,0.255,5.14,0,Renault,IT,24,35,328.72,68
21242365,Circuit de Spa-Francorchamps,Spa,Belgium,7.24,1989,259767,18,1,62.92,2011,2081,Concrete,Hybrid,471,0,36,279,1,24,0.75,349,0.44,8.42,0,Alfa Romeo,EN,11,29,528.52,172
20612210,Marina Bay Street Circuit,Singapore,Singapore,5.606,1988,115013,26,4,101.251,2022,295,Asphalt,Permanent,362,28,45,317,1,39,0.88,3289,0.165,4.5,0,Mercedes,EN,17,24,437.27,150
25572815,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6.368,1997,99106,20,2,109.541,2017,1592,Concrete,Hybrid,320,14,32,330,1,1,0.72,1027,0.441,5.02,0,Mercedes,PT,15,16,280.19,201
23209100,Istanbul Park - Alt Chicane,Istanbul,Turkey,5.786,2013,47989,22,1,60.749,2013,2089,Asphalt,Permanent,214,0,33,322,1,68,2.16,1429,0.496,9.78,0,Mercedes,EN,8,34,295.09,189
24453202,Autodromo Nazionale Monza - Short Circuit,Monza,Italy,5.262,2011,30260,16,3,92.022,2022,738,Asphalt,Oval,382,7,22,273,1,16,5.56,1494,0.089,0.94,0,Honda,ES,21,20,373.6,95
25677519,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,3.617,1973,383437,18,2,99.485,2015,469,Asphalt,Street,334,26,21,331,1,46,8.97,480,0.369,8.84,1,Alfa Romeo,PT,22,13,278.51,152
25384382,Suzuka International Racing Course,Suzuka,Japan,5.308,1988,111111,21,2,113.908,2022,2362,Concrete,Permanent,307,17,30,305,1,78,13.44,2192,0.048,1.42,1,Renault,DE,24,29,398.1,16
23991820,Istanbul Park - Alt Chicane,Istanbul,Turkey,5.594,1964,240682,21,1,94.338,2008,646,Asphalt,Hybrid,470,4,35,359,1,53,14.67,2828,0.483,0.54,1,Alfa Romeo,ES,23,16,385.99,75
29987824,Autodromo Hermanos Rodriguez,Mexico City,Mexico,4.304,1978,119464,22,3,73.302,2023,921,Asphalt,Hybrid,422,8,35,282,1,72,7.79,2616,0.354,3.22,1,Ferrari,JA,11,27,288.37,106
28626325,Circuit de Spa-Francorchamps,Spa,Belgium,7.55,1976,239365,20,3,68.477,2019,1694,Asphalt,Permanent,273,12,33,322,1,75,15.72,2795,0.479,7.14,0,Renault,ES,17,36,483.2,173
21127016,Silverstone Circuit,Silverstone,UK,6.647,2016,268302,10,1,64.768,2023,87,Mixed,Hybrid,445,17,39,371,2,39,6.26,293,0.124,4.73,0,Honda,ES,22,31,305.76,107
23388506,Estoril Circuit - Endurance Config,Estoril,Portugal,3.746,1954,245857,17,1,77.072,2016,808,Mixed,Street,255,7,25,296,1,17,0.6,51,0.533,0.93,0,Honda,FR,19,29,213.52,163
25075516,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,6.316,1959,323428,8,3,62.19,2022,1153,Asphalt,Street,215,26,44,330,1,17,7.73,1345,0.217,1.94,1,Mercedes,FR,19,24,492.65,80
24824381,Autodromo Hermanos Rodriguez - Alt Chicane,Mexico City,Mexico,4.514,2014,40924,16,3,103.374,2022,1488,Asphalt,Permanent,301,4,24,378,1,75,14.54,989,0.523,6.92,0,Alfa Romeo,ES,8,25,212.16,125
20822698,Portimao Circuit - Endurance Config,Portimao,Portugal,4.047,1996,188985,10,1,87.191,2009,2266,Asphalt,Hybrid,370,20,31,284,3,50,12.27,333,0.228,5.07,0,Alfa Romeo,PT,8,21,250.91,83
24520358,Nürburgring - Historic Layout,Nürburg,Germany,5.753,2001,255618,9,1,61.35,2014,553,Asphalt,Permanent,247,4,37,316,1,77,14.98,97,0.726,6.73,1,Ferrari,FR,14,13,391.2,102
25800562,Nürburgring,Nürburg,Germany,4.367,1980,259610,26,1,116.718,2022,1744,Asphalt,Hybrid,213,15,22,355,1,46,11.31,654,0.537,9.53,0,Alfa Romeo,IT,18,12,310.06,79
25393577,Baku City Circuit,Baku,Azerbaijan,6.003,1979,376377,21,2,87.502,2022,1241,Asphalt,Oval,300,5,24,293,1,43,11.17,1533,0.068,1.0,0,Alfa Romeo,AR,21,23,312.16,77
27385429,Circuit of the Americas - Reverse Layout,Austin,USA,5.152,1966,223553,6,3,79.356,2016,1554,Asphalt,Permanent,427,8,42,365,1,51,3.57,1132,0.532,6.54,0,Renault,JA,23,34,401.86,109
26410366,Albert Park Circuit,Melbourne,Australia,4.971,1977,33199,22,4,72.195,2020,1105,Asphalt,Street,488,0,43,345,1,8,10.57,3091,0.563,3.36,0,Mercedes,ZH,14,23,278.38,43
25337450,Las Vegas Street Circuit - Historic Layout,Las Vegas,USA,5.715,1969,345345,19,1,81.817,2023,494,Concrete,Street,462,11,36,307,1,20,7.43,3065,0.483,8.0,0,Honda,FR,20,27,342.9,174
24425220,Nürburgring,Nürburg,Germany,4.575,1980,226239,12,2,114.32,2020,1982,Mixed,Permanent,339,2,48,305,1,31,7.49,1797,0.272,1.66,0,Ferrari,AR,24,31,201.3,69
28274800,Circuit de Barcelona-Catalunya - Alt Chicane,Barcelona,Spain,4.444,2010,255369,8,3,65.021,2017,1265,Concrete,Street,381,20,21,371,1,50,3.67,1426,0.444,7.29,0,Renault,DE,11,24,324.41,9
27267466,Circuit de Spa-Francorchamps,Spa,Belgium,7.669,1967,159673,11,2,61.664,2019,2516,Asphalt,Permanent,426,0,50,274,1,63,10.37,595,0.206,5.3,0,Ferrari,DE,8,21,575.17,171
22147548,Losail International Circuit - Reverse Layout,Lusail,Qatar,5.706,1991,351559,7,2,81.758,2009,1521,Concrete,Street,321,16,40,352,1,32,13.44,2277,0.332,3.89,1,Mercedes,EN,25,26,439.36,108
25673732,Autodromo Nazionale Monza - Reverse Layout,Monza,Italy,5.29,1960,204795,19,1,83.011,2014,1043,Asphalt,Street,415,17,41,342,2,62,7.3,3331,0.716,3.05,1,Honda,NL,18,16,396.75,109
27180088,Imola Circuit - Reverse Layout,Imola,Italy,5.141,1969,341010,22,1,62.533,2015,657,Asphalt,Permanent,474,13,38,380,2,24,0.63,3490,0.614,4.41,0,Honda,ES,26,22,323.88,157
25784674,Kyalami,Johannesburg,South Africa,3.922,1969,42379,16,2,116.322,2018,2566,Asphalt,Permanent,228,18,49,286,2,2,6.86,321,0.326,0.8,0,Honda,NL,26,17,274.54,96
21381287,Yas Marina Circuit - Short Circuit,Abu Dhabi,UAE,5.24,1996,100812,8,1,79.367,2011,1252,Asphalt,Street,238,17,28,292,1,39,7.89,2470,0.193,8.79,0,Renault,EN,23,34,361.56,181
23059141,Albert Park Circuit - Historic Layout,Melbourne,Australia,5.5,1987,381277,23,4,95.655,2015,1030,Asphalt,Street,310,21,39,315,1,29,1.22,285,0.123,4.11,0,Renault,AR,12,29,374.0,167
23273250,Baku City Circuit,Baku,Azerbaijan,5.379,1961,352300,23,1,63.135,2009,2438,Asphalt,Permanent,395,8,36,363,3,3,14.22,2095,0.024,9.24,0,Ferrari,JA,14,27,360.39,101
